attitudeX,attitudeY,attitudeZ,gyroX,gyroY,gyroZ,gravityX,gravityY,gravityZ,accX,accY,accZ
1.5239780548004953,-0.6634313338459983,-0.0501227589400195,0.04129322990775108,0.3072732090950012,-0.13017790019512177,-0.02882225252687931,-0.9989042282104492,-0.036875125020742416,-0.05233922600746155,-0.06882959604263306,-0.01563018187880516
1.524812221267303,-0.6466693621500427,-0.06446398475818681,-0.0018087606877088547,0.17015129327774048,-0.059817008674144745,-0.02769823558628559,-0.9989429116249084,-0.036688242107629776,-0.015728246420621872,-0.07330751419067383,0.04399741068482399
1.5247346029770106,-0.6392322656340323,-0.07107457895294465,-0.04649367555975914,-0.006246641278266907,0.024661656469106674,-0.027469972148537636,-0.9989393353462219,-0.036954231560230255,0.019489649683237076,-0.07639330625534058,0.07456731796264648
1.5239341710288345,-0.6432313922685876,-0.06793407756580207,-0.06360066682100296,-0.1596953272819519,0.08663607388734818,-0.028097817674279213,-0.9989021420478821,-0.03748481720685959,0.03888580575585365,-0.09001082181930542,0.07744783163070679
1.5227957975311792,-0.6561283444715967,-0.05710028843952467,-0.04952399432659149,-0.24509331583976746,0.11579608917236328,-0.029273271560668945,-0.9988481998443604,-0.03802119940519333,0.03403404355049133,-0.1018599271774292,0.05709487199783325
1.521717041212582,-0.673994791914741,-0.04188146421567285,-0.01152501255273819,-0.2758013606071472,0.10877887904644012,-0.03061911091208458,-0.9987958669662476,-0.038332488387823105,0.01111840270459652,-0.10900747776031494,0.02693433314561844
1.5211234132625402,-0.6920654743952576,-0.026441750814259896,0.03065493144094944,-0.24435663223266602,0.05945953354239464,-0.03168768435716629,-0.9987665414810181,-0.03823254257440567,-0.020817790180444717,-0.11646807193756104,-0.0011044181883335114
1.5213813197815251,-0.7047941991199768,-0.01583713169558252,0.0849093347787857,-0.18136414885520935,-0.025195039808750153,-0.03200526908040047,-0.9987793564796448,-0.037630364298820496,-0.052909884601831436,-0.1239931583404541,-0.026486877351999283
1.5226719248797402,-0.7110333639013697,-0.011164273886146854,0.14278088510036469,-0.13338065147399902,-0.11218346655368805,-0.031396713107824326,-0.9988422393798828,-0.0364515595138073,-0.06918920576572418,-0.12563908100128174,-0.041581690311431885
1.524996479019028,-0.7113005444313408,-0.01197906209697112,0.19890013337135315,-0.08820244669914246,-0.19885750114917755,-0.029889333993196487,-0.9989513754844666,-0.034682746976614,-0.07028458267450333,-0.12308841943740845,-0.04388456791639328
1.5282964277993545,-0.7045444662440221,-0.019587406149813153,0.2516304552555084,-0.08632757514715195,-0.27381348609924316,-0.02751864865422249,-0.9990969896316528,-0.03237157315015793,-0.06449182331562042,-0.11770904064178467,-0.03905462846159935
1.5323834605719786,-0.6939523680456966,-0.031179663833237427,0.3033534586429596,-0.11037439852952957,-0.31547731161117554,-0.02456429973244667,-0.9992623329162598,-0.029524309560656548,-0.05064624547958374,-0.09906542301177979,-0.03648495674133301
1.5369037949575022,-0.6845165057023671,-0.04189435579386858,0.3443980813026428,-0.1440788358449936,-0.31409990787506104,-0.02142990007996559,-0.9994257092475891,-0.026257021352648735,-0.028725730255246162,-0.08019489049911499,-0.03299260511994362
1.5416648664288495,-0.6862493959269247,-0.0418827185605606,0.38892704248428345,-0.19946342706680298,-0.2860194742679596,-0.018459144979715347,-0.9995757341384888,-0.02253725938498974,-0.0017587244510650635,-0.06139856576919556,-0.0261075496673584
1.5465868772424947,-0.7118031928681996,-0.018594253749641233,0.4408669173717499,-0.25500258803367615,-0.2483959197998047,-0.015817847102880478,-0.9997069835662842,-0.018335942178964615,0.02022765576839447,-0.043796002864837646,-0.028966069221496582
1.551618896025214,-0.7826454591134658,0.04944203301301527,0.4968923032283783,-0.3150976896286011,-0.21833564341068268,-0.013524145819246769,-0.9998161196708679,-0.013598807156085968,0.024388432502746582,-0.023575663566589355,-0.03902852535247803
1.556596741025626,-0.9433192060035506,0.20663893918979168,0.541767954826355,-0.3775528073310852,-0.19200363755226135,-0.011502991430461407,-0.9998992085456848,-0.008342633955180645,0.021497517824172974,-0.0038850903511047363,-0.042667269706726074
1.5607570578690824,-1.2968273919088182,0.5561852282064554,0.5652077794075012,-0.407833456993103,-0.17879007756710052,-0.009678338654339314,-0.9999496340751648,-0.0027199597097933292,0.021534442901611328,0.006007194519042969,-0.036449134349823
1.562359460010533,-1.9286070520907452,1.1840046173749847,0.5584851503372192,-0.38800328969955444,-0.16993266344070435,-0.007917915470898151,-0.9999644160270691,0.0029605519957840443,0.022322237491607666,0.01856476068496704,-0.02632153034210205
1.5603039831390457,-2.5087233287572146,1.7603568547411896,0.5384775400161743,-0.3737686574459076,-0.1652938425540924,-0.006217139773070812,-0.9999449849128723,0.008475775830447674,0.013434573076665401,0.03653532266616821,-0.019477128982543945
1.5563054963713763,-2.8238877191202603,2.071715747100463,0.5138257145881653,-0.390398234128952,-0.16210071742534637,-0.004530829843133688,-0.9998950362205505,0.01377804297953844,0.003981545567512512,0.05635237693786621,-0.012511372566223145
1.5517385899932001,-2.99309258405908,2.2367781894955,0.49463340640068054,-0.43914663791656494,-0.16973844170570374,-0.0028199832886457443,-0.9998183846473694,0.01884998194873333,0.0003480913583189249,0.07451015710830688,0.003321288153529167
1.54707587587591,-3.1019261513821643,2.3409959185215077,0.472557932138443,-0.4780796468257904,-0.18887591361999512,-0.0009407715988345444,-0.9997186660766602,0.023704588413238525,-0.0020651668310165405,0.09594053030014038,0.01868450455367565
1.5424323084146736,3.097855589563628,2.4197031285598367,0.4478924572467804,-0.45684728026390076,-0.22163443267345428,0.0012399888364598155,-0.9995977878570557,0.0283329039812088,-0.011860072612762451,0.11730408668518066,0.01898479089140892
1.5379745147116373,3.0276364975918355,2.4857218240068737,0.40242457389831543,-0.38188356161117554,-0.2454572170972824,0.003731335047632456,-0.9994614124298096,0.032601743936538696,-0.02159935235977173,0.13961344957351685,0.012945882976055145
1.5339423793599194,2.968398197657561,2.5417100267356796,0.3350151777267456,-0.27326738834381104,-0.2503819465637207,0.006350735202431679,-0.9993209838867188,0.036300864070653915,-0.018160998821258545,0.16358160972595215,0.011276248842477798
1.5306465293544742,2.919473057216785,2.588489499439572,0.23456980288028717,-0.15959008038043976,-0.2263232171535492,0.008843903429806232,-0.9991940855979919,0.03915898874402046,0.0007691690698266029,0.17654675245285034,0.017909053713083267
1.5284232138858573,2.8802763604549035,2.626752059974142,0.1187797337770462,-0.035188227891922,-0.18306522071361542,0.010945149697363377,-0.9991024136543274,0.04092693328857422,0.024714678525924683,0.17766058444976807,0.028699159622192383
1.527379575015483,2.848690106992461,2.6585097815330876,0.009929679334163666,0.058389127254486084,-0.1342814415693283,0.012533329427242279,-0.9990576505661011,0.041559360921382904,0.03121367283165455,0.18071329593658447,0.038335803896188736
1.5273455128500535,2.821086900962861,2.686895019410302,-0.07302946597337723,0.08322513848543167,-0.10650313645601273,0.013685738667845726,-0.9990561604499817,0.041228216141462326,0.02771139144897461,0.18799036741256714,0.04385494813323021
1.527976235800822,2.791543103408942,2.717234933187899,-0.12968449294567108,0.06605494022369385,-0.1030852347612381,0.014680882915854454,-0.9990833401679993,0.04021226987242699,0.020185483619570732,0.18687325716018677,0.04889928922057152
1.5289575142025167,2.756514876383568,2.752825875691695,-0.1560448557138443,0.03284619003534317,-0.10734856128692627,0.015713348984718323,-0.9991248846054077,0.038768470287323,0.011599913239479065,0.1875249743461609,0.04910707473754883
1.5299662237893756,2.716447451586879,2.792955153352958,-0.15595883131027222,-0.028501857072114944,-0.11925874650478363,0.016838107258081436,-0.9991665482521057,0.03719007223844528,0.005668656900525093,0.1985071301460266,0.04261362925171852
1.5307025970608914,2.6739731737218193,2.8348007441399345,-0.12094036489725113,-0.10890510678291321,-0.11904339492321014,0.018071023747324944,-0.9991963505744934,0.03578599542379379,0.006526188924908638,0.2099199891090393,0.03985202684998512
1.5309564060524186,2.636675858645263,2.8705336187522734,-0.05299246683716774,-0.21279235184192657,-0.10343115031719208,0.01926891691982746,-0.9992064833641052,0.03486299887299538,0.016070470213890076,0.22268658876419067,0.03676199913024902
1.5305394707923392,2.6131904970086994,2.891168156124845,0.04862707853317261,-0.36465200781822205,-0.07693397998809814,0.020290816202759743,-0.9991897940635681,0.034758079797029495,0.029834328219294548,0.24049228429794312,0.03206038102507591
1.529178615994636,2.610755467252707,2.889001971968726,0.19867835938930511,-0.5575465559959412,-0.04260849207639694,0.021063368767499924,-0.9991341233253479,0.03588050231337547,0.042016491293907166,0.2558174729347229,0.031059976667165756
1.5264753002905869,2.633884662044632,2.858978991021608,0.40512025356292725,-0.821613609790802,-0.003717702580615878,0.021542849019169807,-0.9990180134773254,0.03872152045369148,0.05885574221611023,0.2798863649368286,0.024770498275756836
1.5217946537144778,2.6799307030560504,2.803039985329018,0.6666251420974731,-1.1420958042144775,0.030107107013463974,0.021819699555635452,-0.9987996816635132,0.043856896460056305,0.07011452317237854,0.31488537788391113,0.01229560375213623
